"Variable_Name","Name_Length","Code_Display","Code length","Code_Query","Variable_Order","Variable_Key","Description","Unit_or_type","Data_type","Data_length","Dataset","Subset","Group","Sub-group","Set_group_order","Hash_calc","Version_or_questions","Display_Label","Code_synon","MinVal","MaxVal","DSSAT_var","ICASA_standard","AgMIP_data_entry","AgMIP-rating","DSSAT-rating","APSIM-rating","CropSyst","","","","","","","","","",""
"treatment_lev_ID","16","OBS_TRT_ID","10","OBS_TRT_ID","1","1","Treatment id for observed data, unique internal ID","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"year","4","YEAR","4","fd_YEAR","2","1","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","year","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"day","3","DAY","3","fd_DAY","3","1","Day of year, or if year = -99 then DAP or DAH","day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","0","","","","0","366","","1","-2","","","","","","","","","","","","","",""
"bulk_dens_puddl_surf_lyr","24","FLBD","4","FLBD","","","Soil bulk density, puddled surface lyer","g/cm3","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","Puddle BD g/cc",".","0","","D","1","-1","","","","","","","","","","","","","",""
"floodwater_Ammoniacal_N","23","FL4N","4","FL4N","","","Floodwater Ammoniacal N","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","FLD NH4  kgN/ha",".","0","","D","1","-1","","","","","","","","","","","","","",""
"floodwater_Urea_N","17","FLUR","4","FLUR","","","Floodwater Urea N","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","FLD UREA kgN/ha",".","0","","D","1","-1","","","","","","","","","","","","","",""
"floodwater_denitrif_rate","24","FDEN","4","FDEN","","","Floodwater denitrification date (N)","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","DNITRF kgN/ha/d",".","0","","D","1","-1","","","","","","","","","","","","","",""
"urea_N_hydrol_rt_flood","22","FUHY","4","FUHY","","","Urea N Hydrolysis Rate in Floodwater","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","UREA HYD kgN/ha",".","0","","D","1","-1","","","","","","","","","","","","","",""
"floodwtr_aqu_NH3_N_conc","23","FL3C","4","FL3C","","","Floodwater Aqueous NH3 N Conc.","mg/l","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","FLD NH3 mg N/l",".","0","","D","1","-1","","","","","","","","","","","","","",""
"floodwtr_nitrate_N_conc","23","FL3N","4","FL3N","","","Floodwater Nitrate N (NO3) Conc.","mg/l","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","FLD NO3 mg N/l",".","0","","D","1","-1","","","","","","","","","","","","","",""
"floodwtr_ammonium_N_conc","24","FL4C","4","FL4C","","","Floodwater Ammonium N (NH4) Conc.","mg/l","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","FLD NH4 mg N/l",".","0","","D","1","-1","","","","","","","","","","","","","",""
"floodwater_depth","16","FLDD","4","FLDD","","","Floodwater depth","mm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","FLOOD DEPTH mm",".","0","","D","1","-1","","","","","","","","","","","","","",""
"floodwtr_runoff_ovr_bund","24","FROD","4","FROD","","","Floodwater runoff over bund","mm/d","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","FLOOD RO mm/d",".","0","","D","1","-1","","","","","","","","","","","","","",""
"infiltration_rate","17","INFD","4","INFD","","","Infiltration rate","mm/d","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","INFILT mm/d",".","0","","D","1","-1","","","","","","","","","","","","","",""
"floodwater_photosyn_ind","23","FALG","4","FALG","","","Floodwater photosynth. activity index (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","ALGAL ACTIVITY","","0","1","D","1","-1","","","","","","","","","","","","","",""
"floodwater_light_index","22","FALI","4","FALI","","","Floodwater light index (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","FLOOD LT INDX",".","0","1","D","1","-1","","","","","","","","","","","","","",""
"floodwater_N_index","18","FLNI","4","FLNI","","","Floodwater nitrogen Index (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","FLOOD NIT INDX",".","0","1","D","1","-1","","","","","","","","","","","","","",""
"floodwater_pH_max_day","21","FLPH","4","FLPH","","","Floodwater pH, maximum daytime","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","FLOOD pH",".","","","D","1","-1","","","","","","","","","","","","","",""
"floodwater_temper_index","23","FLTI","4","FLTI","","","Floodwater Temperature Index (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER","2542","1","","FLOOD TMP INDX",".","0","1","D","1","-1","","","","","","","","","","","","","",""
"treatment_lev_ID","16","OBS_TRT_ID","10","OBS_TRT_ID","1","1","Treatment id for observed data, unique internal ID","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"year","4","YEAR","4","fd_YEAR","2","1","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","year","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"day","3","DAY","3","fd_DAY","3","1","Day of year, or if year = -99 then DAP or DAH","day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","0","","","","0","366","","1","-2","","","","","","","","","","","","","",""
"plant_pop_reduct_cum","20","CPO%","4","CPOPC","","","Plant population reduction, cumulative","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS PLTPOP %",".","0","100","D","1","-1","","","","","","","","","","","","","",""
"incr_disease_lf_ar_pcent","24","DLA%","4","DLAPC","","","Leaf area, increase in diseased area fraction","%/day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS. LAI %/d",".","0","","D","1","-1","","","","","","","","","","","","","",""
"plant_pop_reduction_day","23","DPO%","4","DPOPC","","","Plant population reduction","%/day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS PLPOP %/day",".","0","","D","1","-1","","","","","","","","","","","","","",""
"root_length_consum_cumul","24","CRLF","4","CRLF","","","Root length consumed, cumulative","cm/cm2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS ROOT cm/cm2",".","0","","D","1","-1","","","","","","","","","","","","","",""
"root_length_consumed","20","DRLF","4","DRLF","","","Root length consumed","cm/(cm2.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS RT cm/(cm2.d)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"root_lngth_dens_cons_cum","24","CRLV","4","CRLV","","","Root ln density consumed, cumulative","cm/cm3","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS ROOT cm/cm2",".","0","","D","1","-1","","","","","","","","","","","","","",""
"root_length_dens_consum","23","DRLV","4","DRLV","","","Root length density consumed","cm/(cm3.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS RT cm/(cm3.d)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"increase_disease_lf_area","24","DLA","3","DLA","","","Leaf area, increase in diseased area","cm2/(m2.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS. LAI cm2/m2",".","0","","D","1","-1","","","","","","","","","","","","","",""
"leaf_mass_consumed_cumu","23","CLFM","4","CLFM","","","Leaf mass consumed, cumulative","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS LEAF kg/ha",".","0","","D","1","-1","","","","","","","","","","","","","",""
"root_mass_consum_cumul","22","CRTM","4","CRTM","","","Root mass consumed, cumulative","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS ROOT kg/ha",".","0","","D","1","-1","","","","","","","","","","","","","",""
"grain_mass_consum_cumul","23","CSDM","4","CSDM","","","Grain mass consumed, cumulative","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS SEED kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"shell_mass_consum_cumul","23","CSHM","4","CSHM","","","Shell mass consumed, cumulative","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS SHELL kg/ha",".","0","","D","1","-1","","","","","","","","","","","","","",""
"stem_mass_consum_cumul","22","CSTM","4","CSTM","","","Stem mass consumed, cumulative","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS STEM kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_mass_consumed","19","DSDM","4","DSDM","","","Grain mass consumed","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS SEED kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"stem_mass_consumed","18","DSTM","4","DSTM","","","Stem mass consumed","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS STEM kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"leaf_mass_consumed","18","DLFM","4","DLFM","","","Leaf mass consumed per day","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS. LF kg/(ha.d)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"root_mass_consumed","18","DRTM","4","DRTM","","","Root mass consumed","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS RT kg/(ha.d)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"shell_mass_consumed","19","DSHM","4","DSHM","","","Shell mass consumed","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS SHL kg/(ha.d)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"leaf_area_consumed_cumu","23","CLAI","4","CLAI","","","Leaf area consumed or destroyed by pests or diseases, cumulative","m2/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS LAI m2/m2",".","0","","D","1","-1","","","","","","","","","","","","","",""
"leaf_area_consumption","21","DLAI","4","DLAI","","","Leaf area consumed per day","m2/(m2.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS LAI m2/(m2.d)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"corn_earworm","12","CEW","3","CEW","","","Corn earworms population (larvae)","number/m","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","CEW #/row-m",".","0","","","1","-1","","","","","","","","","","","","","",""
"velvetbn_catrpllar_5inst","24","VBC5","4","VBC5","","","Velvetbean caterpillar 5 instar count","number/m","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","VBC5 #/m",".","0","","","1","-1","","","","","","","","","","","","","",""
"velvetbn_catrpllar_6inst","24","VBC6","4","VBC6","","","Velvetbean caterpillar 6 instar count","number/m","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","VBC6 #/m",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_numb_consum_cumul","23","CSD#","4","CSDno","","","Grain number consumed, cumulative","number/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS SEED #/m2",".","0","","","1","-1","","","","","","","","","","","","","",""
"shell_numb_consum_cumul","23","CSH#","4","CSHno","","","Shell number consumed, cumulative","number/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS SHELL #/m2",".","0","","D","1","-1","","","","","","","","","","","","","",""
"fall_armyworm","13","FAW","3","FAW","","","Fall armyworm population count","number/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","FAW #/m",".","0","","","1","-1","","","","","","","","","","","","","",""
"root_worm","9","RTWM","4","RTWM","","","Root worm population count","number/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","RTWM #/m",".","0","","","1","-1","","","","","","","","","","","","","",""
"southern_green_stinkbug","23","SGSB","4","SGSB","","","Southern green stinkbug population count","number/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","SgSB #/m",".","0","","","1","-1","","","","","","","","","","","","","",""
"soybean_looper","14","SL","2","SL","","","Soybean looper population count","number/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","SB LOOPER #/m",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_number_consumed","21","DSD#","4","DSDno","","","Grain number consumed","number/(m2.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS SEED #/(m2.d)",".","0","","","1","-1","","","","","","","","","","","","","",""
"shell_number_consumed","21","DSH#","4","DSHno","","","Shell number consumed","number/(m2.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","DIS SHL #/(m2.d)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"lodging_percent","15","LDG%D","","LDGPCD","","","Percent lodging","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","","","","","","","","","","","","","","","","","","","","",""
"plant_population","16","PLPD","","PLPD","","","Plant population","number/(m2.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS","2551","1","","","","","","","","","","","","","","","","","","","","","",""
